DATE,BAMLCC0A4BBBTRIV
2015-12-11,713.37
2015-12-14,707.62
2015-12-15,706.49
2015-12-16,705.74
2015-12-17,707.52
2015-12-18,707.99
2015-12-21,707.52
2015-12-22,706.00
2015-12-23,705.19
2015-12-24,706.32
2015-12-28,707.45
2015-12-29,704.22
2015-12-30,704.49
2015-12-31,705.45
2016-01-04,706.84
2016-01-05,706.64
2016-01-06,709.45
2016-01-07,709.48
2016-01-08,709.71
2016-01-11,708.10
2016-01-12,709.52
2016-01-13,710.77
2016-01-14,706.80
2016-01-15,706.61
2016-01-18,706.89
2016-01-19,705.90
2016-01-20,703.66
2016-01-21,702.48
2016-01-22,702.54
2016-01-25,702.92
2016-01-26,703.35
2016-01-27,702.88
2016-01-28,702.79
2016-01-29,704.37
2016-01-31,704.46
2016-02-01,702.26
2016-02-02,705.14
2016-02-03,703.54
2016-02-04,704.41
2016-02-05,704.90
2016-02-08,707.61
2016-02-09,705.74
2016-02-10,706.20
2016-02-11,705.61
2016-02-12,701.52
2016-02-15,701.79
2016-02-16,701.17
2016-02-17,700.74
2016-02-18,704.22
2016-02-19,704.78
2016-02-22,705.22
2016-02-23,706.47
2016-02-24,706.35
2016-02-25,708.62
2016-02-26,706.95
2016-02-29,709.37
2016-03-01,707.42
2016-03-02,709.00
2016-03-03,711.33
2016-03-04,711.38
2016-03-07,712.63
2016-03-08,716.36
2016-03-09,715.13
2016-03-10,715.75
2016-03-11,716.17
2016-03-14,719.08
2016-03-15,720.31
2016-03-16,721.43
2016-03-17,724.82
2016-03-18,727.88
2016-03-21,726.93
2016-03-22,727.73
2016-03-23,731.29
2016-03-24,729.97
2016-03-28,731.20
2016-03-29,733.58
2016-03-30,733.24
2016-03-31,735.59
2016-04-01,735.50
2016-04-04,736.86
2016-04-05,739.05
2016-04-06,738.25
2016-04-07,741.00
2016-04-08,739.49
2016-04-11,740.02
2016-04-12,738.46
2016-04-13,740.79
2016-04-14,741.08
2016-04-15,743.16
2016-04-18,742.90
2016-04-19,744.22
2016-04-20,742.86
2016-04-21,743.90
2016-04-22,744.07
2016-04-25,743.76
2016-04-26,743.38
2016-04-27,746.47
2016-04-28,748.18
2016-04-29,749.52
2016-04-30,749.61
2016-05-02,747.84
2016-05-03,750.15
2016-05-04,750.18
2016-05-05,751.52
2016-05-06,749.78
2016-05-09,750.37
2016-05-10,750.46
2016-05-11,751.46
2016-05-12,749.84
2016-05-13,751.94
2016-05-16,749.93
2016-05-17,750.07
2016-05-18,745.05
2016-05-19,746.24
2016-05-20,746.05
2016-05-23,746.26
2016-05-24,745.86
2016-05-25,745.63
2016-05-26,748.62
2016-05-27,748.40
2016-05-30,748.67
2016-05-31,749.11
2016-06-01,748.75
2016-06-02,750.36
2016-06-03,754.77
2016-06-06,754.59
2016-06-07,755.75
2016-06-08,757.05
2016-06-09,758.50
2016-06-10,759.8
2016-06-13,760.07
2016-06-14,758.81
2016-06-15,759.49
2016-06-16,760.21
2016-06-17,758.4
2016-06-20,757.91
2016-06-21,757.47
2016-06-22,758.6
2016-06-23,757.39
2016-06-24,760.79
2016-06-27,765.5
2016-06-28,765.69
2016-06-29,766.64
2016-06-30,766.99
2016-07-01,769.7
2016-07-04,769.97
2016-07-05,775.13
2016-07-06,774.89
2016-07-07,776.07
2016-07-08,778.44
2016-07-11,777.59
2016-07-12,775.59
2016-07-13,778.47
2016-07-14,776.46
2016-07-15,774.24
2016-07-18,774.9
2016-07-19,776.36
2016-07-20,775.9
2016-07-21,776.71
2016-07-22,777.09
2016-07-25,776.99
2016-07-26,776.72
2016-07-27,778.78
2016-07-28,778.37
2016-07-29,780.18
2016-07-31,780.27
2016-08-01,778.28
2016-08-02,775.65
2016-08-03,775.16
2016-08-04,777.82
2016-08-05,775.04
2016-08-08,776.2
2016-08-09,779.09
2016-08-10,781.34
2016-08-11,778.63
2016-08-12,781.63
2016-08-15,780.76
2016-08-16,780.11
2016-08-17,781.44
2016-08-18,783.14
2016-08-19,781.74
2016-08-22,784.17
2016-08-23,784.31
2016-08-24,784.35
2016-08-25,783.42
2016-08-26,781.05
2016-08-29,785.04
2016-08-30,784.56
2016-08-31,784.39
2016-09-01,784.34
2016-09-02,782.91
2016-09-05,783.19
2016-09-06,785.76
2016-09-07,785.8
2016-09-08,781.81
2016-09-09,778.49
2016-09-12,778.05
2016-09-13,774.56
2016-09-14,776.28
2016-09-15,775.66
2016-09-16,775.87
2016-09-19,776.63
2016-09-20,777.41
2016-09-21,778.5
2016-09-22,781.42
2016-09-23,782.47
2016-09-26,783.18
2016-09-27,784.52
2016-09-28,784.45
2016-09-29,785.33
2016-09-30,783.05
2016-10-03,782.97
2016-10-04,780.55
2016-10-05,779.8
2016-10-06,779.81
2016-10-07,780.36
2016-10-10,780.64
2016-10-11,779.98
2016-10-12,779.63
2016-10-13,781.89
2016-10-14,779.2
2016-10-17,781.11
2016-10-18,782.37
2016-10-19,783
2016-10-20,783.69
2016-10-21,783.63
2016-10-24,782.62
2016-10-25,782.91
2016-10-26,780.75
2016-10-27,778.1
2016-10-28,777.44
2016-10-31,777.89
2016-11-01,778.14
2016-11-02,777.85
2016-11-03,776.67
2016-11-04,777.68
2016-11-07,776.91
2016-11-08,775.79
2016-11-09,766.24
2016-11-10,764.85
2016-11-11,764.94
2016-11-14,759.46
2016-11-15,759.81
2016-11-16,760.8
2016-11-17,758.25
2016-11-18,755.43
2016-11-21,755.28
2016-11-22,755.95
2016-11-23,754.8
2016-11-24,754.89
2016-11-25,754.66
2016-11-28,757.14
2016-11-29,758.24
2016-11-30,756.21
2016-12-01,753.73
2016-12-02,756.16
2016-12-05,756.95
2016-12-06,756.84
2016-12-07,759.68
2016-12-08,758.09
2016-12-09,755.27
2016-12-12,755.47
2016-12-13,756.39
2016-12-14,755.5
2016-12-15,753.95
2016-12-16,753.13
2016-12-19,756.1
2016-12-20,755.23
2016-12-21,756.82
2016-12-22,756.95
2016-12-23,757.78
2016-12-27,757.03
2016-12-28,759.76
2016-12-29,761.11
2016-12-30,762.89
2016-12-31,762.9
2017-01-03,763.42
2017-01-04,764.17
2017-01-05,768.44
2017-01-06,766.28
2017-01-09,768.29
2017-01-10,768
2017-01-11,768.35
2017-01-12,768.8
2017-01-13,768.26
2017-01-16,768.54
2017-01-17,771.27
2017-01-18,768.32
2017-01-19,765.54
2017-01-20,765.55
2017-01-23,768.86
2017-01-24,765.88
2017-01-25,763.98
2017-01-26,765.12
2017-01-27,766.66
2017-01-30,766.42
2017-01-31,767.29
2017-02-01,766.16
2017-02-02,766.68
2017-02-03,766.15
2017-02-06,769.72
2017-02-07,770.75
2017-02-08,772.47
2017-02-09,770.2
2017-02-10,769.92
2017-02-13,769.56
2017-02-14,768.45
2017-02-15,767.28
2017-02-16,769.93
2017-02-17,771.08
2017-02-20,771.36
2017-02-21,771.49
2017-02-22,772.13
2017-02-23,773.8
2017-02-24,777.36
2017-02-27,775.9
2017-02-28,776.95
2017-03-01,772.49
2017-03-02,771.93
2017-03-03,772.33
2017-03-06,772.25
2017-03-07,770.91
2017-03-08,768.33
2017-03-09,764.95
2017-03-10,765.74
2017-03-13,764.69
2017-03-14,764.71
2017-03-15,768.95
2017-03-16,768.87
2017-03-17,770.01
2017-03-20,771.52
2017-03-21,773.32
2017-03-22,774.83
2017-03-23,774.21
2017-03-24,775.47
2017-03-27,776.64
2017-03-28,775.42
2017-03-29,776.88
2017-03-30,775.74
2017-03-31,776.38
2017-04-03,778.57
2017-04-04,778.19
2017-04-05,778.23
2017-04-06,779
2017-04-07,777.96
2017-04-10,778.96
2017-04-11,782.04
2017-04-12,782.12
2017-04-13,784.89
2017-04-17,783.96
2017-04-18,787.34
2017-04-19,786.34
2017-04-20,784.75
2017-04-21,785.16
2017-04-24,784.1
2017-04-25,781.95
2017-04-26,783
2017-04-27,783.83
2017-04-28,784.68
2017-04-30,784.86
2017-05-01,782.79
2017-05-02,784.85
2017-05-03,785.14
2017-05-04,783.05
2017-05-05,783.39
2017-05-08,782.8
2017-05-09,782
2017-05-10,782.38
2017-05-11,783.36
2017-05-12,786.57
2017-05-15,786.87
2017-05-16,788.14
2017-05-17,792.84
2017-05-18,791.52
2017-05-19,791.75
2017-05-22,791.75
2017-05-23,790.45
2017-05-24,791.22
2017-05-25,791.9
2017-05-26,792.23
2017-05-29,792.51
2017-05-30,794.05
2017-05-31,794.87
2017-06-01,794.1
2017-06-02,797.08
2017-06-05,796.23
2017-06-06,798.12
2017-06-07,796.96
2017-06-08,796.1
2017-06-09,796
2017-06-12,795.71
2017-06-13,796.37
2017-06-14,800.53
2017-06-15,799.55
2017-06-16,799.86
2017-06-19,799.18
2017-06-20,800.97
2017-06-21,800.97
2017-06-22,800.81
2017-06-23,801.29
2017-06-26,802.5
2017-06-27,800.2
2017-06-28,799.53
2017-06-29,798.01
2017-06-30,796.96
2017-07-03,795.6
2017-07-04,795.7
2017-07-05,796.57
2017-07-06,795.03
2017-07-07,794.2
2017-07-10,795.62
2017-07-11,796.11
2017-07-12,798.28
2017-07-13,797.51
2017-07-14,798.89
2017-07-17,800.16
2017-07-18,802.66
2017-07-19,803.01
2017-07-20,803.71
2017-07-21,805.55
2017-07-24,804.75
2017-07-25,801.45
2017-07-26,803.63
2017-07-27,802.75
2017-07-28,804.13
2017-07-31,804.04
2017-08-01,806.4
2017-08-02,806.16
2017-08-03,807.48
2017-08-04,805.18
2017-08-07,805.68
2017-08-08,803.91
2017-08-09,804.93
2017-08-10,805.11
2017-08-11,804.84
2017-08-14,804.34
2017-08-15,802.74
2017-08-16,805
2017-08-17,806.02
2017-08-18,805.97
2017-08-21,806.7
2017-08-22,805.38
2017-08-23,807.36
2017-08-24,806.38
2017-08-25,807.63
2017-08-28,808.32
2017-08-29,808.83
2017-08-30,808.65
2017-08-31,810.02
2017-09-01,808.31
2017-09-04,808.59
2017-09-05,812.76
2017-09-06,810.54
2017-09-07,812.78
2017-09-08,812.35
2017-09-11,809.5
2017-09-12,808.07
2017-09-13,807.73
2017-09-14,808.43
2017-09-15,808.97
2017-09-18,808.39
2017-09-19,808.81
2017-09-20,808.06
2017-09-21,808.31
2017-09-22,809
2017-09-25,811.31
2017-09-26,811.20
2017-09-27,807.75
2017-09-28,808.78
2017-09-29,809.45
2017-09-30,809.55
2017-10-02,809.90
2017-10-03,810.92
2017-10-04,811.01
2017-10-05,810.40
2017-10-06,809.60
2017-10-09,809.89
2017-10-10,811.41
2017-10-11,811.22
2017-10-12,811.85
2017-10-13,814.06
2017-10-16,813.23
2017-10-17,813.91
2017-10-18,812.16
2017-10-19,813.29
2017-10-20,810.83
2017-10-23,811.96
2017-10-24,811.08
2017-10-25,809.27
2017-10-26,809.17
2017-10-27,810.41
2017-10-30,813.55
2017-10-31,813.06
2017-11-01,813.14
2017-11-02,814.17
2017-11-03,814.18
2017-11-06,815.09
2017-11-07,815.22
2017-11-08,814.21
2017-11-09,812.75
2017-11-10,808.90
2017-11-13,809.21
2017-11-14,809.73
2017-11-15,810.87
2017-11-16,810.30
2017-11-17,811.16
2017-11-20,811.10
2017-11-21,812.61
2017-11-22,814.61
2017-11-23,814.70
2017-11-24,813.96
2017-11-27,814.88
2017-11-28,814.84
2017-11-29,812.93
2017-11-30,811.79
2017-12-01,814.92
2017-12-04,814.58
2017-12-05,816.35
2017-12-06,817.35
2017-12-07,814.87
2017-12-08,814.90
2017-12-11,815.20
2017-12-12,814.95
2017-12-13,817.86
2017-12-14,818.58
2017-12-15,818.95
2017-12-18,817.31
2017-12-19,813.89
2017-12-20,812.12
2017-12-21,813.82
2017-12-22,813.58
2017-12-26,815.23
2017-12-27,818.39
2017-12-28,817.83
2017-12-29,818.91
2017-12-31,819.00
2018-01-02,815.95
2018-01-03,817.12
2018-01-04,817.06
2018-01-05,816.43
2018-01-08,816.77
2018-01-09,814.44
2018-01-10,814.90
2018-01-11,816.62
2018-01-12,816.69
2018-01-15,816.97
2018-01-16,818.05
2018-01-17,816.49
2018-01-18,814.71
2018-01-19,813.18
2018-01-22,812.35
2018-01-23,814.25
2018-01-24,813.15
2018-01-25,816.12
2018-01-26,815.02
2018-01-29,814.06
2018-01-30,812.64
2018-01-31,813.80
2018-02-01,811.67
2018-02-02,807.90
2018-02-05,809.80
2018-02-06,809.51
2018-02-07,806.65
2018-02-08,805.01
2018-02-09,803.05
2018-02-12,802.36
2018-02-13,801.11
2018-02-14,798.13
2018-02-15,800.31
2018-02-16,801.24
2018-02-19,801.53
2018-02-20,800.51
2018-02-21,797.92
2018-02-22,798.89
2018-02-23,800.51
2018-02-26,801.51
2018-02-27,799.53
2018-02-28,801.07
2018-03-01,802.28
2018-03-02,799.14
2018-03-05,798.71
2018-03-06,799.78
2018-03-07,798.83
2018-03-08,799.52
2018-03-09,798.00
2018-03-12,798.78
2018-03-13,799.20
2018-03-14,800.49
2018-03-15,799.20
2018-03-16,798.59
2018-03-19,798.70
2018-03-20,796.59
2018-03-21,795.24
2018-03-22,797.33
2018-03-23,796.54
2018-03-26,796.33
2018-03-27,799.14
2018-03-28,799.60
2018-03-29,801.90
2018-03-31,802.00
2018-04-02,802.46
2018-04-03,800.25
2018-04-04,800.11
2018-04-05,799.23
2018-04-06,802.43
2018-04-09,802.48
2018-04-10,802.53
2018-04-11,803.07
2018-04-12,801.66
2018-04-13,802.07
2018-04-16,802.47
2018-04-17,803.56
2018-04-18,800.61
2018-04-19,797.59
2018-04-20,795.52
2018-04-23,794.66
2018-04-24,793.68
2018-04-25,791.07
2018-04-26,792.41
2018-04-27,794.06
2018-04-30,794.85
2018-05-01,792.15
2018-05-02,792.13
2018-05-03,792.18
2018-05-04,791.67
2018-05-07,791.59
2018-05-08,790.58
2018-05-09,789.47
2018-05-10,791.67
2018-05-11,792.75
2018-05-14,792.57
2018-05-15,788.09
2018-05-16,787.56
2018-05-17,786.48
2018-05-18,788.08
2018-05-21,788.26
2018-05-22,788.35
2018-05-23,790.86
2018-05-24,792.42
2018-05-25,794.37
2018-05-28,794.66
