DATE,BAMLCC0A4BBBTRIV
2011-01-27,560.89
2011-01-28,562.19
2011-01-31,560.81
2011-02-01,559.51
2011-02-02,558.56
2011-02-03,557.59
2011-02-04,555.29
2011-02-07,556.42
2011-02-08,554.74
2011-02-09,557.25
2011-02-10,555.14
2011-02-11,556.85
2011-02-14,558.19
2011-02-15,558.36
2011-02-16,558.34
2011-02-17,559.85
2011-02-18,559.46
2011-02-21,559.73
2011-02-22,563.26
2011-02-23,562.26
2011-02-24,563.25
2011-02-25,563.99
2011-02-28,565.30
2011-03-01,565.66
2011-03-02,564.02
2011-03-03,561.40
2011-03-04,564.02
2011-03-07,564.09
2011-03-08,562.90
2011-03-09,565.13
2011-03-10,567.11
2011-03-11,566.95
2011-03-14,568.37
2011-03-15,567.89
2011-03-16,570.76
2011-03-17,569.50
2011-03-18,569.25
2011-03-21,568.60
2011-03-22,568.72
2011-03-23,568.46
2011-03-24,567.40
2011-03-25,566.36
2011-03-28,566.59
2011-03-29,565.20
2011-03-30,566.19
2011-03-31,566.50
2011-04-01,566.94
2011-04-04,567.92
2011-04-05,566.88
2011-04-06,565.62
2011-04-07,565.54
2011-04-08,565.47
2011-04-11,565.89
2011-04-12,567.92
2011-04-13,569.07
2011-04-14,568.69
2011-04-15,571.21
2011-04-18,572.26
2011-04-19,572.87
2011-04-20,571.93
2011-04-21,571.81
2011-04-25,573.20
2011-04-26,575.15
2011-04-27,573.65
2011-04-28,575.64
2011-04-29,576.53
2011-04-30,576.62
2011-05-02,577.21
2011-05-03,578.40
2011-05-04,579.39
2011-05-05,580.95
2011-05-06,581.11
2011-05-09,581.57
2011-05-10,580.23
2011-05-11,581.56
2011-05-12,579.94
2011-05-13,581.36
2011-05-16,582.85
2011-05-17,583.94
2011-05-18,582.22
2011-05-19,582.26
2011-05-20,582.87
2011-05-23,583.43
2011-05-24,583.73
2011-05-25,582.99
2011-05-26,585.10
2011-05-27,584.69
2011-05-30,584.95
2011-05-31,585.50
2011-06-01,587.84
2011-06-02,584.83
2011-06-03,585.70
2011-06-06,585.19
2011-06-07,585.25
2011-06-08,586.82
2011-06-09,585.38
2011-06-10,586.33
2011-06-13,585.54
2011-06-14,582.40
2011-06-15,586.10
2011-06-16,587.13
2011-06-17,585.86
2011-06-20,585.60
2011-06-21,585.24
2011-06-22,585.06
2011-06-23,587.17
2011-06-24,587.34
2011-06-27,584.49
2011-06-28,581.60
2011-06-29,580.65
2011-06-30,580.77
2011-07-01,580.33
2011-07-04,580.60
2011-07-05,582.40
2011-07-06,583.77
2011-07-07,583.01
2011-07-08,587.20
2011-07-11,589.74
2011-07-12,589.66
2011-07-13,590.31
2011-07-14,588.58
2011-07-15,589.09
2011-07-18,588.47
2011-07-19,589.83
2011-07-20,588.47
2011-07-21,586.74
2011-07-22,588.78
2011-07-25,587.38
2011-07-26,589.47
2011-07-27,589.17
2011-07-28,590.47
2011-07-29,595.31
2011-07-31,595.40
2011-08-01,597.60
2011-08-02,601.81
2011-08-03,602.30
2011-08-04,605.66
2011-08-05,600.76
2011-08-08,601.39
2011-08-09,603.96
2011-08-10,603.24
2011-08-11,593.76
2011-08-12,597.87
2011-08-15,596.28
2011-08-16,599.01
2011-08-17,600.73
2011-08-18,602.00
2011-08-19,601.62
2011-08-22,600.66
2011-08-23,596.66
2011-08-24,591.09
2011-08-25,592.31
2011-08-26,593.27
2011-08-29,590.74
2011-08-30,594.50
2011-08-31,594.34
2011-09-01,597.31
2011-09-02,601.61
2011-09-05,601.88
2011-09-06,601.04
2011-09-07,598.93
2011-09-08,600.45
2011-09-09,601.33
2011-09-12,599.12
2011-09-13,596.10
2011-09-14,595.74
2011-09-15,593.38
2011-09-16,593.93
2011-09-19,597.52
2011-09-20,596.98
2011-09-21,599.66
2011-09-22,599.88
2011-09-23,594.64
2011-09-26,590.79
2011-09-27,587.59
2011-09-28,588.04
2011-09-29,589.76
2011-09-30,590.69
2011-10-03,593.77
2011-10-04,589.81
2011-10-05,586.05
2011-10-06,585.25
2011-10-07,583.95
2011-10-10,584.23
2011-10-11,583.20
2011-10-12,583.62
2011-10-13,586.86
2011-10-14,586.68
2011-10-17,589.87
2011-10-18,590.50
2011-10-19,592.50
2011-10-20,592.38
2011-10-21,592.75
2011-10-24,593.39
2011-10-25,598.31
2011-10-26,596.46
2011-10-27,594.52
2011-10-28,598.63
2011-10-31,602.90
2011-11-01,605.98
2011-11-02,605.84
2011-11-03,603.93
2011-11-04,604.89
2011-11-07,606.48
2011-11-08,603.75
2011-11-09,604.70
2011-11-10,601.19
2011-11-11,601.28
2011-11-14,601.34
2011-11-15,599.55
2011-11-16,599.90
2011-11-17,600.66
2011-11-18,598.73
2011-11-21,598.53
2011-11-22,597.94
2011-11-23,599.32
2011-11-24,599.41
2011-11-25,596.14
2011-11-28,596.70
2011-11-29,594.90
2011-11-30,592.64
2011-12-01,591.56
2011-12-02,595.83
2011-12-05,597.36
2011-12-06,595.93
2011-12-07,598.61
2011-12-08,599.43
2011-12-09,596.39
2011-12-12,597.70
2011-12-13,599.20
2011-12-14,601.03
2011-12-15,600.48
2011-12-16,602.57
2011-12-19,604.04
2011-12-20,600.50
2011-12-21,598.89
2011-12-22,599.70
2011-12-23,596.87
2011-12-27,598.05
2011-12-28,602.33
2011-12-29,602.67
2011-12-30,603.80
2011-12-31,603.82
2012-01-03,602.23
2012-01-04,601.79
2012-01-05,602.21
2012-01-06,603.89
2012-01-09,604.29
2012-01-10,604.67
2012-01-11,606.72
2012-01-12,606.45
2012-01-13,608.88
2012-01-16,609.16
2012-01-17,609.77
2012-01-18,608.56
2012-01-19,607.41
2012-01-20,606.37
2012-01-23,606.11
2012-01-24,606.87
2012-01-25,608.98
2012-01-26,612.79
2012-01-27,614.62
2012-01-30,616.69
2012-01-31,618.37
2012-02-01,617.44
2012-02-02,618.70
2012-02-03,615.95
2012-02-06,618.61
2012-02-07,617.43
2012-02-08,618.30
2012-02-09,617.55
2012-02-10,619.96
2012-02-13,618.88
2012-02-14,621.51
2012-02-15,621.16
2012-02-16,618.87
2012-02-17,619.02
2012-02-20,619.30
2012-02-21,618.70
2012-02-22,620.80
2012-02-23,621.98
2012-02-24,623.18
2012-02-27,625.57
2012-02-28,626.16
2012-02-29,626.02
2012-03-01,624.69
2012-03-02,627.11
2012-03-05,626.52
2012-03-06,627.04
2012-03-07,625.84
2012-03-08,624.76
2012-03-09,624.45
2012-03-12,625.26
2012-03-13,623.02
2012-03-14,618.35
2012-03-15,618.77
2012-03-16,619.13
2012-03-19,617.18
2012-03-20,617.71
2012-03-21,620.53
2012-03-22,621.00
2012-03-23,622.22
2012-03-26,622.18
2012-03-27,623.98
2012-03-28,623.86
2012-03-29,624.78
2012-03-30,622.71
2012-03-31,622.73
2012-04-02,623.40
2012-04-03,620.74
2012-04-04,621.60
2012-04-05,623.09
2012-04-09,626.97
2012-04-10,627.64
2012-04-11,625.82
2012-04-12,625.49
2012-04-13,627.50
2012-04-16,628.54
2012-04-17,627.64
2012-04-18,628.52
2012-04-19,629.23
2012-04-20,628.69
2012-04-23,629.73
2012-04-24,628.78
2012-04-25,628.29
2012-04-26,629.10
2012-04-27,630.15
2012-04-30,630.89
2012-05-01,629.95
2012-05-02,631.75
2012-05-03,632.25
2012-05-04,633.64
2012-05-07,633.78
2012-05-08,634.84
2012-05-09,633.88
2012-05-10,633.45
2012-05-11,634.72
2012-05-14,635.12
2012-05-15,634.60
2012-05-16,633.57
2012-05-17,633.54
2012-05-18,631.37
2012-05-21,630.25
2012-05-22,628.24
2012-05-23,630.15
2012-05-24,628.54
2012-05-25,629.02
2012-05-28,629.30
2012-05-29,629.73
2012-05-30,632.14
2012-05-31,633.23
2012-06-01,635.26
2012-06-04,633.19
2012-06-05,631.90
2012-06-06,630.05
2012-06-07,630.92
2012-06-08,631.24
2012-06-11,633.01
2012-06-12,630.72
2012-06-13,632.74
2012-06-14,632.53
2012-06-15,633.82
2012-06-18,634.33
2012-06-19,633.89
2012-06-20,634.14
2012-06-21,635.91
2012-06-22,634.11
2012-06-25,636.56
2012-06-26,635.72
2012-06-27,635.93
2012-06-28,637.09
2012-06-29,635.24
2012-06-30,635.33
2012-07-02,639.00
2012-07-03,637.86
2012-07-04,637.95
2012-07-05,639.35
2012-07-06,641.39
2012-07-09,642.94
2012-07-10,644.09
2012-07-11,644.69
2012-07-12,645.67
2012-07-13,645.66
2012-07-16,647.71
2012-07-17,647.61
2012-07-18,649.83
2012-07-19,649.71
2012-07-20,651.73
2012-07-23,652.04
2012-07-24,653.02
2012-07-25,652.95
2012-07-26,652.82
2012-07-27,650.04
2012-07-30,653.05
2012-07-31,653.99
2012-08-01,652.78
2012-08-02,654.97
2012-08-03,652.00
2012-08-06,653.75
2012-08-07,651.77
2012-08-08,651.61
2012-08-09,651.53
2012-08-10,653.00
2012-08-13,652.56
2012-08-14,650.30
2012-08-15,647.35
2012-08-16,646.43
2012-08-17,647.41
2012-08-20,648.02
2012-08-21,648.86
2012-08-22,652.05
2012-08-23,653.80
2012-08-24,653.35
2012-08-27,654.74
2012-08-28,655.31
2012-08-29,654.59
2012-08-30,655.58
2012-08-31,657.77
2012-09-03,658.05
2012-09-04,657.49
2012-09-05,657.15
2012-09-06,654.93
2012-09-07,656.01
2012-09-10,655.91
2012-09-11,656.28
2012-09-12,654.93
2012-09-13,655.56
2012-09-14,654.51
2012-09-17,656.83
2012-09-18,658.11
2012-09-19,659.59
2012-09-20,659.86
2012-09-21,660.53
2012-09-24,662.03
2012-09-25,663.04
2012-09-26,664.54
2012-09-27,663.79
2012-09-28,664.24
2012-09-30,664.42
2012-10-01,665.50
2012-10-02,666.54
2012-10-03,666.81
2012-10-04,666.23
2012-10-05,664.79
2012-10-08,665.07
2012-10-09,666.51
2012-10-10,668.16
2012-10-11,669.93
2012-10-12,671.41
2012-10-15,672.52
2012-10-16,672.05
2012-10-17,670.94
2012-10-18,671.55
2012-10-19,673.63
2012-10-22,672.87
2012-10-23,672.89
2012-10-24,672.57
2012-10-25,670.91
2012-10-26,673.10
2012-10-29,674.67
2012-10-31,675.77
2012-11-01,674.42
2012-11-02,673.98
2012-11-05,675.57
2012-11-06,673.50
2012-11-07,675.81
2012-11-08,676.99
2012-11-09,676.33
2012-11-12,676.61
2012-11-13,675.94
2012-11-14,675.48
2012-11-15,674.53
2012-11-16,674.51
2012-11-19,673.50
2012-11-20,672.06
2012-11-21,671.38
2012-11-22,671.47
2012-11-23,671.38
2012-11-26,672.84
2012-11-27,673.69
2012-11-28,674.33
2012-11-29,674.36
2012-11-30,674.78
2012-12-03,674.52
2012-12-04,675.42
2012-12-05,675.89
2012-12-06,676.56
2012-12-07,675.13
2012-12-10,675.94
2012-12-11,675.01
2012-12-12,673.55
2012-12-13,673.14
2012-12-14,674.31
2012-12-17,672.67
2012-12-18,670.63
2012-12-19,672.68
2012-12-20,673.02
2012-12-21,675.15
2012-12-24,674.55
2012-12-26,675.02
2012-12-27,677.12
2012-12-28,677.33
2012-12-31,676.13
2013-01-02,674.54
2013-01-03,673.59
2013-01-04,674.09
2013-01-07,675.15
2013-01-08,676.26
2013-01-09,677.06
2013-01-10,676.11
2013-01-11,676.96
2013-01-14,677.42
2013-01-15,678.08
2013-01-16,678.15
2013-01-17,676.53
2013-01-18,677.90
2013-01-21,678.17
2013-01-22,678.57
2013-01-23,678.42
2013-01-24,678.15
2013-01-25,674.84
2013-01-28,674.13
2013-01-29,673.45
2013-01-30,672.32
2013-01-31,672.49
2013-02-01,671.59
2013-02-04,672.53
2013-02-05,670.97
2013-02-06,672.27
2013-02-07,672.91
2013-02-08,672.83
2013-02-11,673.33
2013-02-12,672.10
2013-02-13,671.17
2013-02-14,673.00
2013-02-15,672.61
2013-02-18,672.88
2013-02-19,671.84
2013-02-20,672.08
2013-02-21,673.46
2013-02-22,674.08
2013-02-25,676.89
2013-02-26,676.87
2013-02-27,676.04
2013-02-28,677.08
2013-03-01,678.11
2013-03-04,677.46
2013-03-05,677.24
2013-03-06,675.97
2013-03-07,674.35
2013-03-08,672.65
2013-03-11,672.99
2013-03-12,674.45
2013-03-13,674.53
2013-03-14,673.97
2013-03-15,675.28
2013-03-18,676.52
2013-03-19,678.22
2013-03-20,676.89
2013-03-21,677.08
2013-03-22,677.46
2013-03-25,677.69
2013-03-26,677.74
2013-03-27,679.00
2013-03-28,678.27
2013-03-31,678.45
2013-04-01,679.23
2013-04-02,678.75
2013-04-03,680.68
2013-04-04,683.43
2013-04-05,687.05
2013-04-08,686.25
2013-04-09,685.98
2013-04-10,684.14
2013-04-11,684.92
2013-04-12,687.61
2013-04-15,688.34
2013-04-16,687.73
2013-04-17,687.99
2013-04-18,688.43
2013-04-19,687.79
2013-04-22,688.37
2013-04-23,688.69
2013-04-24,689.06
2013-04-25,688.84
2013-04-26,690.77
2013-04-29,690.66
2013-04-30,690.84
2013-05-01,692.74
2013-05-02,693.46
2013-05-03,689.56
2013-05-06,689.02
2013-05-07,689.08
2013-05-08,690.10
2013-05-09,689.80
2013-05-10,686.51
2013-05-13,685.48
2013-05-14,684.63
2013-05-15,685.08
2013-05-16,688.05
2013-05-17,685.13
2013-05-20,684.97
2013-05-21,685.62
2013-05-22,683.20
2013-05-23,683.11
2013-05-24,683.62
2013-05-27,683.89
2013-05-28,679.37
2013-05-29,678.17
2013-05-30,677.55
2013-05-31,675.35
2013-06-03,675.55
2013-06-04,674.24
2013-06-05,673.35
2013-06-06,673.41
2013-06-07,670.41
2013-06-10,668.30
2013-06-11,666.66
2013-06-12,665.43
2013-06-13,667.46
2013-06-14,670.52
2013-06-17,669.40
2013-06-18,668.42
2013-06-19,663.92
2013-06-20,655.65
2013-06-21,652.05
2013-06-24,647.82
2013-06-25,646.98
2013-06-26,649.57
2013-06-27,652.45
2013-06-28,653.60
2013-06-30,653.78
2013-07-01,654.20
2013-07-02,655.48
2013-07-03,653.93
2013-07-04,654.02
2013-07-05,646.92
2013-07-08,649.64
2013-07-09,650.74
2013-07-10,649.75
2013-07-11,653.99
2013-07-12,653.76
2013-07-15,656.12
2013-07-16,657.88
2013-07-17,659.74
2013-07-18,659.32
2013-07-19,661.65
2013-07-22,662.83
2013-07-23,662.35
2013-07-24,659.72
2013-07-25,658.86
2013-07-26,660.47
2013-07-29,659.41
2013-07-30,658.97
2013-07-31,659.00
2013-08-01,655.00
2013-08-02,658.59
2013-08-05,657.34
2013-08-06,657.20
2013-08-07,658.29
2013-08-08,659.04
2013-08-09,659.11
2013-08-12,658.26
2013-08-13,654.70
2013-08-14,654.75
2013-08-15,652.64
2013-08-16,650.23
2013-08-19,648.05
2013-08-20,649.67
2013-08-21,647.82
2013-08-22,646.57
2013-08-23,649.63
2013-08-26,650.72
2013-08-27,653.38
2013-08-28,651.26
2013-08-29,652.79
2013-09-02,653.53
2013-09-03,650.18
2013-09-04,648.89
2013-09-05,645.60
2013-09-06,646.91
2013-09-09,648.77
2013-09-10,646.82
2013-09-11,648.38
2013-09-12,649.09
2013-09-13,649.30
2013-09-16,650.46
2013-09-17,651.47
2013-09-18,655.96
2013-09-19,656.30
2013-09-20,657.39
2013-09-23,658.07
2013-09-24,660.34
2013-09-25,661.54
2013-09-26,660.34
2013-09-27,660.56
2013-09-30,659.85
2013-10-01,659.04
2013-10-02,660.26
2013-10-03,661.04
2013-10-04,660.04
2013-10-07,661.11
2013-10-08,661.14
2013-10-09,660.76
2013-10-10,660.81
2013-10-11,661.80
2013-10-14,662.08
2013-10-15,661.25
2013-10-16,663.79
2013-10-17,667.28
2013-10-18,668.23
2013-10-21,667.88
2013-10-22,671.27
2013-10-23,672.28
2013-10-24,671.11
2013-10-25,671.91
2013-10-28,671.90
2013-10-29,672.05
2013-10-30,671.92
2013-10-31,671.88
2013-11-01,669.45
2013-11-04,669.73
2013-11-05,667.45
2013-11-06,667.74
2013-11-07,669.11
2013-11-08,664.16
2013-11-11,664.44
2013-11-12,663.10
2013-11-13,664.51
2013-11-14,666.53
2013-11-15,666.85
2013-11-18,669.34
2013-11-19,668.09
2013-11-20,665.47
2013-11-21,666.00
2013-11-22,667.61
2013-11-25,668.37
2013-11-26,670.35
2013-11-27,669.38
2013-11-28,669.47
2013-11-29,669.52
2013-11-30,669.61
2013-12-02,667.53
2013-12-03,668.41
2013-12-04,666.00
2013-12-05,665.67
2013-12-06,665.53
2013-12-09,666.97
2013-12-10,669.93
2013-12-11,668.62
2013-12-12,667.92
2013-12-13,668.79
2013-12-16,668.93
2013-12-17,670.53
2013-12-18,669.72
2013-12-19,669.60
2013-12-20,671.76
2013-12-23,671.10
2013-12-24,669.24
2013-12-26,668.94
2013-12-27,668.65
2013-12-30,670.61
2013-12-31,669.69
2014-01-02,670.97
2014-01-03,670.87
2014-01-06,672.82
2014-01-07,673.77
2014-01-08,671.77
2014-01-09,672.95
2014-01-10,676.65
2014-01-13,678.13
2014-01-14,676.76
2014-01-15,676.53
2014-01-16,678.07
2014-01-17,678.73
2014-01-20,679.00
2014-01-21,679.39
2014-01-22,678.03
2014-01-23,680.60
2014-01-24,680.25
2014-01-27,679.02
2014-01-28,680.00
2014-01-29,681.93
2014-01-30,681.21
2014-01-31,681.64
2014-02-03,684.57
2014-02-04,683.12
2014-02-05,681.68
2014-02-06,681.38
2014-02-07,682.83
2014-02-10,683.33
2014-02-11,682.70
2014-02-12,681.56
2014-02-13,684.33
2014-02-14,684.36
2014-02-17,684.64
2014-02-18,686.14
2014-02-19,685.37
2014-02-20,684.58
2014-02-21,685.73
2014-02-24,685.70
2014-02-25,687.99
2014-02-26,689.18
2014-02-27,690.74
2014-02-28,691.22
2014-03-03,692.41
2014-03-04,689.87
2014-03-05,689.85
2014-03-06,688.45
2014-03-07,686.36
2014-03-10,686.33
2014-03-11,687.06
2014-03-12,687.78
2014-03-13,690.22
2014-03-14,689.87
2014-03-17,688.56
2014-03-18,689.59
2014-03-19,687.25
2014-03-20,687.17
2014-03-21,688.70
2014-03-24,689.76
2014-03-25,690.16
2014-03-26,692.09
2014-03-27,693.69
2014-03-28,692.67
2014-03-31,692.81
2014-04-01,692.34
2014-04-02,690.99
2014-04-03,691.89
2014-04-04,694.71
2014-04-07,696.28
2014-04-08,697.06
2014-04-09,697.08
2014-04-10,699.88
2014-04-11,700.48
2014-04-14,699.96
2014-04-15,700.41
2014-04-16,700.26
2014-04-17,697.96
2014-04-21,698.23
2014-04-22,698.83
2014-04-23,700.49
2014-04-24,700.72
2014-04-25,701.36
2014-04-28,700.95
2014-04-29,700.41
2014-04-30,702.25
2014-05-01,704.45
2014-05-02,705.49
2014-05-05,704.71
2014-05-06,705.85
2014-05-07,706.15
2014-05-08,707.02
2014-05-09,705.95
2014-05-12,704.81
2014-05-13,706.89
2014-05-14,710.03
2014-05-15,711.53
2014-05-16,710.91
2014-05-19,710.51
2014-05-20,711.28
2014-05-21,709.94
2014-05-22,709.21
2014-05-23,710.47
2014-05-26,710.75
2014-05-27,711.88
2014-05-28,715.38
2014-05-29,715.30
2014-05-30,714.92
2014-05-31,714.94
2014-06-02,712.18
2014-06-03,709.92
2014-06-04,709.49
2014-06-05,710.39
2014-06-06,710.93
2014-06-09,710.95
2014-06-10,710.33
2014-06-11,710.17
2014-06-12,712.27
2014-06-13,711.58
2014-06-16,711.93
2014-06-17,709.78
2014-06-18,711.23
2014-06-19,711.31
2014-06-20,711.57
2014-06-23,712.20
2014-06-24,714.16
2014-06-25,715.26
2014-06-26,716.74
2014-06-27,716.25
2014-06-30,717.16
2014-07-01,715.04
2014-07-02,712.45
2014-07-03,711.75
2014-07-04,711.84
2014-07-07,713.46
2014-07-08,715.75
2014-07-09,716.53
2014-07-10,716.65
2014-07-11,717.35
2014-07-14,716.43
2014-07-15,716.35
2014-07-16,716.72
2014-07-17,718.60
2014-07-18,718.05
2014-07-21,718.48
2014-07-22,719.19
2014-07-23,719.45
2014-07-24,717.84
2014-07-25,719.58
2014-07-28,718.77
2014-07-29,720.00
2014-07-30,716.45
2014-07-31,716.01
2014-08-01,716.63
2014-08-04,717.12
2014-08-05,717.13
2014-08-06,716.75
2014-08-07,718.51
2014-08-08,718.40
2014-08-11,718.64
2014-08-12,717.94
2014-08-13,719.42
2014-08-14,721.17
2014-08-15,723.49
2014-08-18,721.80
2014-08-19,721.23
2014-08-20,720.66
2014-08-21,721.97
2014-08-22,722.74
2014-08-25,723.68
2014-08-26,723.93
2014-08-27,725.67
2014-08-28,726.92
2014-08-29,726.50
2014-08-31,726.60
2014-09-01,726.69
2014-09-02,723.32
2014-09-03,724.13
2014-09-04,722.43
2014-09-05,721.75
2014-09-08,721.78
2014-09-09,720.46
2014-09-10,718.33
2014-09-11,718.58
2014-09-12,714.83
2014-09-15,715.42
2014-09-16,715.12
2014-09-17,714.59
2014-09-18,714.21
2014-09-19,716.36
2014-09-22,717.36
2014-09-23,718.42
2014-09-24,716.82
2014-09-25,718.67
2014-09-26,717.07
2014-09-29,717.58
2014-09-30,716.44
2014-10-01,720.36
2014-10-02,718.88
2014-10-03,719.41
2014-10-06,720.93
2014-10-07,723.82
2014-10-08,723.99
2014-10-09,724.25
2014-10-10,724.36
2014-10-13,724.64
2014-10-14,728.06
2014-10-15,730.34
2014-10-16,727.48
2014-10-17,726.71
2014-10-20,727.67
2014-10-21,727.15
2014-10-22,726.46
2014-10-23,724.31
2014-10-24,724.23
2014-10-27,725.09
2014-10-28,724.08
2014-10-29,723.55
2014-10-30,723.67
2014-10-31,722.70
2014-11-03,722.19
2014-11-04,721.87
2014-11-05,721.40
2014-11-06,719.93
2014-11-07,721.77
2014-11-10,720.21
2014-11-11,720.31
2014-11-12,720.06
2014-11-13,720.18
2014-11-14,719.98
2014-11-17,718.60
2014-11-18,718.75
2014-11-19,717.21
2014-11-20,717.92
2014-11-21,720.14
2014-11-24,720.85
2014-11-25,723.17
2014-11-26,724.47
2014-11-27,724.56
2014-11-28,725.50
2014-11-30,725.69
2014-12-01,723.42
2014-12-02,720.33
2014-12-03,719.94
2014-12-04,721.00
2014-12-05,718.94
2014-12-08,720.14
2014-12-09,719.93
2014-12-10,720.69
2014-12-11,719.70
2014-12-12,720.96
2014-12-15,718.65
2014-12-16,717.92
2014-12-17,716.14
2014-12-18,716.44
2014-12-19,718.30
2014-12-22,720.13
2014-12-23,716.66
2014-12-24,717.02
2014-12-26,717.67
2014-12-29,719.75
2014-12-30,720.65
2014-12-31,721.26
2015-01-02,723.39
2015-01-05,725.38
2015-01-06,727.55
2015-01-07,728.32
2015-01-08,726.51
2015-01-09,728.33
2015-01-12,730.48
2015-01-13,730.53
2015-01-14,731.38
2015-01-15,733.60
2015-01-19,731.44
2015-01-20,732.47
2015-01-21,730.75
2015-01-22,729.88
2015-01-23,733.74
2015-01-26,733.74
2015-01-27,733.79
2015-01-28,737.95
2015-01-29,736.19
2015-01-30,738.53
2015-01-31,738.55
2015-02-02,738.96
2015-02-03,735.21
2015-02-04,735.32
2015-02-05,735.09
2015-02-06,731.33
2015-02-09,731.75
2015-02-10,729.80
2015-02-11,729.96
2015-02-12,730.89
2015-02-13,729.79
2015-02-16,730.07
2015-02-17,725.91
2015-02-18,729.97
2015-02-19,728.54
2015-02-20,728.46
2015-02-23,731.98
2015-02-24,735.40
2015-02-25,736.21
2015-02-26,734.86
2015-02-27,735.54
2015-02-28,735.82
2015-03-02,732.58
2015-03-03,731.60
2015-03-04,731.58
2015-03-05,732.36
2015-03-06,727.21
2015-03-09,728.95
2015-03-10,730.98
2015-03-11,731.56
2015-03-12,731.91
2015-03-13,730.39
2015-03-16,729.71
2015-03-17,731.07
2015-03-18,734.94
2015-03-19,734.65
2015-03-20,736.97
2015-03-23,737.93
2015-03-24,739.96
2015-03-25,738.27
2015-03-26,734.18
2015-03-27,737.36
2015-03-30,736.96
2015-03-31,738.26
2015-04-01,741.34
2015-04-02,740.05
2015-04-06,740.10
2015-04-07,741.85
2015-04-08,742.73
2015-04-09,740.00
2015-04-10,740.42
2015-04-13,741.23
2015-04-14,742.83
2015-04-15,742.97
2015-04-16,743.62
2015-04-17,744.83
2015-04-20,742.65
2015-04-21,742.02
2015-04-22,739.57
2015-04-23,740.49
2015-04-24,741.98
2015-04-27,742.22
2015-04-28,739.41
2015-04-29,735.89
2015-04-30,735.01
2015-05-01,731.74
2015-05-04,730.89
2015-05-05,729.14
2015-05-06,726.56
2015-05-07,728.77
2015-05-08,730.25
2015-05-11,725.35
2015-05-12,725.31
2015-05-13,724.52
2015-05-14,725.82
2015-05-15,730.61
2015-05-18,727.13
2015-05-19,725.55
2015-05-20,725.31
2015-05-21,727.82
2015-05-22,726.35
2015-05-26,730.35
2015-05-27,730.48
2015-05-28,730.13
2015-05-29,731.18
2015-05-31,731.28
2015-06-01,726.53
2015-06-02,723.28
2015-06-03,719.71
2015-06-04,722.00
2015-06-05,718.26
2015-06-08,719.06
2015-06-09,716.68
2015-06-10,713.99
2015-06-11,717.99
2015-06-12,718.05
2015-06-15,718.46
2015-06-16,719.58
2015-06-17,719.73
2015-06-18,717.61
2015-06-19,720.96
2015-06-22,717.32
2015-06-23,715.43
2015-06-24,717.27
2015-06-25,716.42
2015-06-26,712.97
2015-06-29,718.29
2015-06-30,717.99
2015-07-01,714.97
2015-07-02,716.13
2015-07-03,716.22
2015-07-06,721.02
2015-07-07,722.42
2015-07-08,722.96
2015-07-09,718.75
2015-07-10,714.06
2015-07-13,714.06
2015-07-14,714.80
2015-07-15,716.71
2015-07-16,716.89
2015-07-17,717.60
2015-07-20,716.34
2015-07-21,717.39
2015-07-22,717.87
2015-07-23,719.34
2015-07-24,718.49
2015-07-27,719.12
2015-07-28,718.00
2015-07-29,717.38
2015-07-30,718.25
2015-07-31,720.16
2015-08-03,722.48
2015-08-04,719.96
2015-08-05,717.42
2015-08-06,717.97
2015-08-07,720.09
2015-08-10,717.14
2015-08-11,720.68
2015-08-12,719.55
2015-08-13,717.04
2015-08-14,717.00
2015-08-17,719.00
2015-08-18,716.47
2015-08-19,718.04
2015-08-20,719.26
2015-08-21,719.24
2015-08-24,718.72
2015-08-25,713.23
2015-08-26,710.66
2015-08-27,712.84
2015-08-28,713.10
2015-08-31,712.44
2015-09-01,713.13
2015-09-02,712.24
2015-09-03,713.94
2015-09-04,716.12
2015-09-07,716.39
2015-09-08,714.12
2015-09-09,715.75
2015-09-10,714.10
2015-09-11,715.53
2015-09-14,715.66
2015-09-15,711.12
2015-09-16,710.72
2015-09-17,714.64
2015-09-18,718.66
2015-09-21,715.01
2015-09-22,718.02
2015-09-23,717.04
2015-09-24,716.52
2015-09-25,714.04
2015-09-28,714.57
2015-09-29,714.01
2015-09-30,713.47
2015-10-01,713.57
2015-10-02,715.51
2015-10-05,714.11
2015-10-06,716.44
2015-10-07,717.38
2015-10-08,715.41
2015-10-09,717.04
2015-10-12,717.32
2015-10-13,719.18
2015-10-14,721.63
2015-10-15,720.28
2015-10-16,720.93
2015-10-19,720.96
2015-10-20,719.55
2015-10-21,721.69
2015-10-22,722.80
2015-10-23,721.65
2015-10-26,723.52
2015-10-27,723.82
2015-10-28,721.52
2015-10-29,717.95
2015-10-30,718.87
2015-10-31,718.89
2015-11-02,718.01
2015-11-03,716.93
2015-11-04,717.27
2015-11-05,716.91
2015-11-06,713.29
2015-11-09,712.78
2015-11-10,713.42
2015-11-11,713.51
2015-11-12,712.80
2015-11-13,713.49
2015-11-16,713.42
2015-11-17,714.32
2015-11-18,713.99
2015-11-19,715.28
2015-11-20,714.61
2015-11-23,715.10
2015-11-24,714.94
2015-11-25,715.01
2015-11-26,715.11
2015-11-27,715.30
2015-11-30,715.53
2015-12-01,718.05
2015-12-02,717.13
2015-12-03,710.38
2015-12-04,712.90
2015-12-07,714.69
2015-12-08,712.10
2015-12-09,713.34
2015-12-10,711.46
